PLAYER,Team,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
Carmelo Anthony,NY,PF,67,37.0,28.7,10.0,22.2,44.9,2.3,6.2,37.9,6.3,7.6,83.0,6.9,2.6,2.6,0.8,0.5,10,0,24.83
Kevin Durant,OKC,SF,81,38.5,28.1,9.0,17.7,51.0,1.7,4.1,41.6,8.4,9.3,90.5,7.9,4.6,3.5,1.4,1.3,19,3,28.35
Kobe Bryant,LAL,SF,78,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8.0,83.9,5.6,6.0,3.7,1.4,0.3,16,2,23.10
LeBron James,MIA,SF,76,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7.0,75.3,8.0,7.3,3.0,1.7,0.9,36,4,31.67
James Harden,HOU,SG,78,38.3,25.9,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,4.9,5.8,3.8,1.8,0.5,9,1,23.00
Russell Westbrook,OKC,PG,82,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7.0,80.0,5.2,7.4,3.3,1.8,0.3,23,1,23.98
Stephen Curry,GS,PG,78,38.2,22.9,8.0,17.8,45.1,3.5,7.7,45.3,3.4,3.7,90.0,4.0,6.9,3.1,1.6,0.2,15,0,21.34
Dwyane Wade,MIA,G,69,34.7,21.2,8.2,15.8,52.1,0.2,1.0,25.8,4.5,6.2,72.5,5.0,5.1,2.8,1.9,0.8,4,0,24.04
LaMarcus Aldridge,POR,C,74,37.7,21.1,8.6,17.8,48.4,0.0,0.2,14.3,3.8,4.7,81.0,9.1,2.6,1.9,0.8,1.2,38,0,20.45
Brook Lopez,BKN,C,74,30.4,19.4,7.7,14.8,52.1,0.0,0.0,0.0,4.0,5.3,75.8,6.9,0.9,1.8,0.4,2.1,12,0,24.81
Monta Ellis,MIL,SG,82,37.5,19.2,7.3,17.5,41.6,1.1,4.0,28.7,3.5,4.6,77.3,3.9,6.0,3.1,2.1,0.4,9,0,16.30
Damian Lillard,POR,PG,82,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,3.1,6.5,3.0,0.9,0.2,7,0,16.45
Deron Williams,BKN,PG,78,36.4,18.9,6.3,14.4,44.0,2.2,5.7,37.8,4.1,4.7,85.9,3.0,7.7,2.8,1.0,0.4,21,0,20.38
Paul Pierce,BOS,SF,77,33.4,18.6,6.2,14.2,43.6,1.9,5.0,38.0,4.3,5.5,78.7,6.3,4.8,2.8,1.1,0.4,12,3,19.14
David Lee,GS,PF,79,36.8,18.5,7.6,14.7,51.9,0.0,0.1,0.0,3.2,4.1,79.7,11.2,3.5,2.6,0.8,0.3,56,1,19.23
Rudy Gay,MEM,SF,75,35.8,18.2,6.9,16.7,41.6,1.1,3.5,32.3,3.2,3.9,81.4,6.1,2.7,2.6,1.5,0.7,6,0,15.66
DeMar DeRozan,TOR,SG,82,36.7,18.1,6.7,15.0,44.5,0.4,1.5,28.3,4.3,5.2,83.1,3.9,2.5,1.8,0.9,0.3,0,0,14.81
JR Smith,NY,G,80,33.5,18.1,6.6,15.6,42.2,1.9,5.5,35.6,3.0,3.9,76.2,5.3,2.7,1.7,1.3,0.3,8,0,17.67
Blake Griffin,LAC,PF,80,32.5,18.0,7.2,13.4,53.8,0.1,0.4,17.9,3.5,5.3,66.0,8.3,3.7,2.3,1.2,0.6,28,1,22.44
Al Jefferson,UTAH,C,78,33.1,17.8,7.8,15.8,49.4,0.0,0.2,11.8,2.1,2.8,77.0,9.2,2.1,1.3,1.0,1.1,37,0,20.99
Kemba Walker,CHA,PG,82,34.9,17.7,6.4,15.2,42.3,1.3,4.0,32.2,3.6,4.5,79.8,3.5,5.7,2.4,2.0,0.4,5,0,18.86
Jrue Holiday,PHI,SG,78,37.5,17.7,7.1,16.5,43.1,1.2,3.2,36.8,2.3,3.1,75.2,4.2,8.0,3.7,1.6,0.4,20,1,16.74
Brandon Jennings,MIL,G,80,36.2,17.5,6.2,15.6,39.9,2.2,5.8,37.5,2.9,3.5,81.9,3.1,6.5,2.5,1.6,0.1,13,0,16.20
Josh Smith,ATL,PF,76,35.3,17.5,7.2,15.6,46.5,0.8,2.6,30.3,2.2,4.2,51.7,8.4,4.2,3.0,1.2,1.8,29,0,17.82
Paul George,IND,SF,79,37.6,17.4,6.2,14.9,41.9,2.2,5.9,36.2,2.8,3.5,80.7,7.6,4.1,2.9,1.8,0.6,23,1,16.84
Al Horford,ATL,C,74,37.2,17.4,7.8,14.3,54.3,0.0,0.1,50.0,1.8,2.8,64.4,10.2,3.2,2.0,1.1,1.1,43,0,19.84
David West,IND,F,73,33.4,17.1,6.9,13.8,49.8,0.1,0.3,21.1,3.3,4.3,76.8,7.7,2.9,2.2,1.0,0.9,16,1,20.15
DeMarcus Cousins,SAC,C,75,30.5,17.1,6.4,13.8,46.5,0.1,0.3,18.2,4.2,5.6,73.8,9.9,2.7,3.0,1.4,0.7,35,1,20.21
Dwight Howard,LAL,C,76,35.8,17.1,6.2,10.7,57.8,0.0,0.1,16.7,4.7,9.5,49.2,12.4,1.4,3.0,1.1,2.4,48,0,19.48
Chris Paul,LAC,PG,70,33.4,16.9,5.9,12.2,48.1,1.1,3.3,32.8,4.1,4.6,88.5,3.7,9.7,2.3,2.4,0.1,31,0,26.43
Ty Lawson,DEN,G,73,34.4,16.7,6.1,13.3,46.1,1.2,3.2,36.6,3.2,4.3,75.6,2.7,6.9,2.5,1.5,0.1,9,0,17.96
Chris Bosh,MIA,PF,74,33.2,16.6,6.6,12.3,53.5,0.3,1.0,28.4,3.3,4.1,79.8,6.8,1.7,1.7,0.9,1.4,15,0,20.08
Klay Thompson,GS,SG,82,35.8,16.6,6.2,14.7,42.2,2.6,6.4,40.1,1.6,1.9,84.1,3.7,2.2,1.9,1.0,0.5,0,0,12.71
Jamal Crawford,LAC,G,76,29.3,16.5,5.9,13.4,43.8,2.0,5.2,37.6,2.8,3.3,87.1,1.7,2.5,1.9,1.0,0.2,0,0,16.89
Luol Deng,CHI,F,75,38.7,16.5,6.2,14.6,42.6,1.0,3.1,32.2,3.1,3.8,81.6,6.3,3.0,1.9,1.1,0.4,9,0,15.12
Joe Johnson,BKN,G,72,36.7,16.3,6.2,14.6,42.3,2.1,5.5,37.5,1.8,2.2,82.0,3.0,3.5,1.7,0.7,0.2,0,0,14.14
Carlos Boozer,CHI,PF,79,32.2,16.2,6.9,14.4,47.7,0.0,0.0,0.0,2.4,3.3,73.1,9.8,2.3,2.2,0.8,0.4,44,0,17.17
Danilo Gallinari,DEN,PF,71,32.5,16.2,5.1,12.3,41.8,1.9,5.1,37.3,4.0,4.9,82.2,5.2,2.5,1.6,0.9,0.5,2,0,16.73
Ryan Anderson,NO,F,81,30.9,16.2,5.8,13.8,42.3,2.6,6.9,38.2,1.9,2.2,84.4,6.4,1.2,1.2,0.5,0.4,11,0,18.17
Greg Monroe,DET,C,81,33.2,16.0,6.3,13.1,48.6,0.0,0.0,0.0,3.3,4.8,68.9,9.6,3.5,2.9,1.3,0.7,37,1,19.52
Chandler Parsons,HOU,SF,76,36.3,15.5,6.0,12.4,48.6,2.0,5.2,38.5,1.5,2.0,72.9,5.3,3.5,1.9,1.0,0.4,8,0,15.33
Zach Randolph,MEM,F,76,34.3,15.4,6.2,13.5,46.0,0.0,0.3,8.7,3.0,3.9,75.0,11.2,1.4,2.0,0.8,0.4,45,0,17.92
O.J. Mayo,DAL,SG,82,35.5,15.3,5.6,12.5,44.9,1.7,4.3,40.7,2.3,2.8,82.0,3.5,4.4,2.6,1.1,0.3,2,0,14.00
Thaddeus Young,PHI,PF,76,34.6,14.8,6.7,12.6,53.1,0.0,0.1,12.5,1.4,2.5,57.4,7.5,1.6,1.2,1.8,0.7,21,0,18.27
Goran Dragic,PHX,PG,77,33.5,14.7,5.2,11.8,44.3,1.1,3.6,31.9,3.2,4.2,74.8,3.1,7.4,2.8,1.6,0.3,19,0,17.52
Mike Conley,MEM,PG,80,34.5,14.6,5.2,11.8,44.0,1.3,3.7,36.1,2.9,3.5,83.0,2.8,6.1,2.4,2.2,0.3,7,0,18.38
Jeff Teague,ATL,PG,80,32.9,14.6,5.5,12.2,45.1,1.1,3.1,35.9,2.5,2.8,88.1,2.3,7.2,2.9,1.5,0.4,15,0,16.82
Paul Millsap,UTAH,PF,78,30.4,14.6,5.5,11.2,49.0,0.2,0.5,33.3,3.4,4.6,74.2,7.1,2.6,1.8,1.3,1.0,15,0,19.89
Nicolas Batum,POR,SG,73,38.5,14.3,4.8,11.4,42.3,2.3,6.1,37.2,2.4,2.9,84.8,5.6,4.9,2.6,1.2,1.1,7,2,15.76
George Hill,IND,PG,76,34.5,14.2,5.1,11.5,44.3,1.7,4.6,36.8,2.3,2.8,81.7,3.7,4.7,1.5,1.1,0.3,3,0,16.59
Gordon Hayward,UTAH,SF,72,29.2,14.1,4.7,10.7,43.5,1.4,3.4,41.5,3.4,4.1,82.7,3.1,3.0,1.7,0.8,0.5,0,0,16.81
JJ Redick,ORL,SG,78,30.5,14.1,4.9,11.3,43.4,2.1,5.8,36.6,2.2,2.4,90.0,2.2,3.8,1.8,0.5,0.1,0,0,14.74
Marc Gasol,MEM,C,80,35.0,14.1,5.4,10.9,49.4,0.0,0.2,7.1,3.4,4.0,84.8,7.8,4.0,2.0,1.0,1.7,18,0,19.57
Kevin Martin,OKC,SG,77,27.7,14.0,4.5,10.1,45.0,2.1,4.8,42.6,2.8,3.2,89.0,2.3,1.4,1.3,0.9,0.1,0,0,16.09
Isaiah Thomas,SAC,PG,79,26.9,13.9,4.6,10.5,44.0,1.5,4.1,35.8,3.2,3.6,88.2,2.0,4.0,1.8,0.8,0.0,2,0,17.58
Greivis Vasquez,NO,PG,78,34.4,13.9,5.6,13.0,43.3,1.1,3.1,34.2,1.6,2.0,80.5,4.3,9.0,3.2,0.8,0.1,25,1,16.34
Vince Carter,DAL,SG,81,25.8,13.4,4.6,10.6,43.5,2.0,4.9,40.6,2.2,2.8,81.6,4.1,2.4,1.3,0.9,0.5,1,0,17.87
Jeremy Lin,HOU,G,82,32.2,13.4,4.8,10.9,44.1,1.1,3.1,33.9,2.6,3.4,78.5,3.0,6.1,2.9,1.6,0.4,9,0,14.94
Evan Turner,PHI,SG,82,35.3,13.3,5.4,12.8,41.9,0.7,1.9,36.5,1.9,2.5,74.0,6.3,4.3,2.3,0.9,0.2,14,0,12.16
Brandon Knight,DET,PG,75,31.5,13.3,4.8,11.7,40.7,1.6,4.4,36.7,2.2,3.0,73.3,3.3,4.0,2.7,0.8,0.1,3,0,12.04
Serge Ibaka,OKC,PF,80,31.1,13.2,5.6,9.7,57.3,0.3,0.7,35.1,1.8,2.4,74.9,7.7,0.5,1.6,0.4,3.0,15,0,19.41
Ersan Ilyasova,MIL,PF,73,27.6,13.2,5.1,11.0,46.2,1.3,2.9,44.4,1.7,2.2,79.6,7.1,1.6,1.0,0.9,0.5,18,0,18.37
Nate Robinson,CHI,PG,82,25.4,13.1,4.9,11.2,43.3,1.7,4.2,40.5,1.6,2.1,79.9,2.2,4.4,1.8,1.0,0.1,3,0,17.43
Nikola Vucevic,ORL,C,77,33.2,13.1,6.0,11.5,51.9,0.0,0.0,0.0,1.1,1.6,68.3,11.9,1.9,1.8,0.8,1.0,46,0,17.85
Andre Iguodala,DEN,SG,80,34.7,13.0,5.0,11.0,45.1,1.1,3.6,31.7,1.9,3.4,57.4,5.3,5.4,2.6,1.7,0.7,10,1,15.27
Jarrett Jack,GS,G,79,29.7,12.9,4.9,10.8,45.2,1.0,2.6,40.4,2.1,2.5,84.3,3.1,5.6,2.0,0.8,0.1,8,0,15.93
Jeff Green,BOS,F,81,27.8,12.8,4.6,10.0,46.7,0.9,2.2,38.5,2.6,3.3,80.8,3.9,1.6,1.6,0.7,0.8,1,0,15.01
Luis Scola,PHX,F,82,26.6,12.8,5.3,11.2,47.2,0.0,0.2,18.8,2.2,2.8,78.7,6.6,2.2,1.5,0.8,0.4,15,0,16.80
JJ Hickson,POR,C,80,29.0,12.7,5.2,9.3,56.2,0.0,0.0,0.0,2.3,3.4,67.9,10.4,1.1,1.8,0.6,0.6,40,0,19.71
Marcus Thornton,SAC,SG,72,24.0,12.7,4.6,10.8,42.9,2.0,5.3,37.2,1.5,1.8,88.1,2.5,1.3,0.9,0.8,0.1,0,0,16.32
Metta World Peace,LAL,SF,75,33.7,12.4,4.4,11.0,40.3,1.9,5.5,34.2,1.7,2.3,73.4,5.0,1.5,1.3,1.6,0.6,2,0,12.55
Corey Brewer,DEN,F,82,24.4,12.1,4.6,10.8,42.5,1.1,3.7,29.6,1.8,2.6,69.0,2.9,1.5,1.2,1.4,0.3,0,0,14.76
Darren Collison,DAL,G,81,29.3,12.0,4.2,8.9,47.1,0.6,1.7,35.3,3.0,3.4,88.0,2.7,5.1,2.1,1.2,0.1,3,0,16.37
Derrick Williams,MIN,PF,78,24.6,12.0,4.3,10.1,43.0,0.8,2.5,33.2,2.5,3.5,70.6,5.5,0.6,1.3,0.6,0.5,8,0,14.55
Roy Hibbert,IND,C,79,28.7,11.9,4.9,10.9,44.8,0.0,0.1,25.0,2.1,2.8,74.1,8.3,1.4,2.1,0.5,2.6,23,1,17.32
Tristan Thompson,CLE,C,82,31.3,11.7,4.8,9.7,48.8,0.0,0.0,0.0,2.2,3.5,60.8,9.4,1.3,1.5,0.7,0.9,31,0,16.12
Jordan Crawford,WSH,G,70,24.4,11.6,4.3,10.4,41.5,1.2,3.5,33.7,1.8,2.3,81.1,3.0,3.2,2.0,0.6,0.1,1,1,13.82
Kenneth Faried,DEN,F,80,28.1,11.5,4.8,8.6,55.2,0.0,0.0,0.0,2.0,3.3,61.3,9.2,1.0,1.4,1.0,1.0,31,0,18.52
Rodney Stuckey,DET,PG,76,28.6,11.5,4.0,9.8,40.6,0.7,2.4,30.2,2.8,3.6,78.3,2.8,3.6,1.8,0.7,0.2,1,0,13.00
Luke Ridnour,MIN,PG,82,30.2,11.5,4.5,9.9,45.3,0.8,2.6,31.1,1.7,2.0,84.8,2.5,3.8,1.6,1.0,0.2,2,0,13.07
Martell Webster,WSH,SF,76,28.9,11.4,3.7,8.4,44.2,1.8,4.3,42.2,2.2,2.6,84.8,3.9,1.9,1.2,0.6,0.2,1,0,13.89
Robin Lopez,NO,C,82,26.0,11.3,4.7,8.8,53.4,0.0,0.0,0.0,2.0,2.5,77.8,5.6,0.8,1.3,0.4,1.6,9,0,18.98
Jose Calderon,TOR,G,73,29.6,11.3,4.3,8.7,49.1,1.8,3.9,46.1,1.0,1.1,90.0,2.4,7.1,1.7,0.8,0.1,11,2,18.80
J.J. Barea,MIN,PG,74,23.1,11.3,4.3,10.2,41.7,1.3,3.8,34.6,1.4,1.8,78.4,2.8,4.0,2.0,0.4,0.0,1,0,14.16
Ben Gordon,CHA,SG,75,20.8,11.2,4.1,10.1,40.8,1.5,3.9,38.7,1.4,1.7,84.3,1.7,1.9,1.8,0.5,0.2,0,0,12.74
Spencer Hawes,PHI,PF,82,27.2,11.0,4.6,9.9,46.4,0.4,1.1,35.6,1.5,1.9,77.7,7.2,2.2,1.6,0.3,1.4,19,0,16.02
Kyle Korver,ATL,SG,74,30.5,10.9,3.7,8.1,46.1,2.6,5.6,45.7,0.9,1.1,85.9,4.0,2.0,0.9,0.9,0.5,0,0,13.93
Ray Allen,MIA,SG,79,25.8,10.9,3.7,8.2,44.9,1.8,4.2,41.9,1.8,2.0,88.6,2.7,1.7,1.3,0.8,0.2,0,0,14.72
Jared Dudley,PHX,SF,79,27.5,10.9,4.0,8.5,46.8,1.3,3.4,39.1,1.6,2.1,79.6,3.1,2.6,1.3,0.9,0.1,1,0,14.89
Jason Thompson,SAC,PF,82,27.9,10.9,4.6,9.1,50.2,0.0,0.0,0.0,1.7,2.5,69.4,6.7,1.0,1.2,0.6,0.7,13,0,14.64
